,date_time,course,how did you hear about county college of morris? [ccm web site],ccm_social_media,ccm_community_event,ccm_family_friend,ccm_current_student,ccm_alumni,ccm_hs_teacher,ccm_hs_counselor,ccm_in-app_ad,ccm_employer,ccm_billboard,ccm_television,ccm_radio,ccm_home_mailer,ccm_other,decision_affordable_cost,decision_location,decision_programs,decision_online_offers,decision_family_friend_referral,decision_faculty_staff,decision_reputation,decision_financial_aid,decision_scholarships,decision_class_size,decision_ex_curricular_ops,decision_credit_transfer,decision_other_college,decision_nj_stars,decision_credit_transfer,decision_hs_credits,degree_prog,more_cc_web,more_cc_cyber,more_cc_app_devel,more_cc_data_anal,more_ai,more_cc_program,more_cc_game_design,more_cc_hardware,gender,race_ethnicity,age
54,2022/10/05 5:09:05 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,,,High Impact,High Impact,Music Technology,Yes,No,Yes,No,No,Yes,Yes,No,Man,Hispanic or Latino,18 and younger
55,2022/10/05 5:09:31 PM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,Liberal Arts,Yes,No,No,No,Yes,No,No,No,Woman,Multi-Racial,19-20
56,2022/10/05 5:09:38 PM EST,CMP 135 Computer Concepts with Applications,No,Yes,No,Don't recall,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,Some Impact,Some Impact,Some Impact,Some Impact,,,,Some Impact,Some Impact,Some Impact,,,,,,Some Impact,Liberal Arts,No,No,No,No,No,No,No,No,Woman,Multi-Racial,18 and younger
57,2022/10/05 5:10:02 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Radiography,No,Yes,Yes,Yes,No,Yes,Yes,No,Woman,Hispanic or Latino,18 and younger
58,2022/10/05 5:10:17 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,No,No,Woman,Hispanic or Latino,19-20
59,2022/10/05 5:10:40 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Criminal Justice,No,Yes,No,No,Yes,No,Yes,No,Man,Hispanic or Latino,19-20
60,2022/10/05 5:10:52 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Radiography,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Man,Black/African American,35-64
61,2022/10/05 5:11:21 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not in a degree program,No,No,Yes,No,No,No,Yes,No,Man,White/Caucasian,21-24
62,2022/10/05 5:15:07 PM EST,CMP 101 Computer Information Literacy,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,biology ,No,No,Yes,No,No,No,No,No,Woman,Multi-Racial,18 and younger
63,2022/10/05 5:19:27 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Some Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Not in a degree program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Man,White/Caucasian,19-20
64,2022/10/05 5:44:25 PM EST,CMP 126 Computer Technology and Applications,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,,,,,,Liberal Arts,No,No,No,No,No,No,No,No,Man,Black/African American,18 and younger
65,2022/10/05 6:20:58 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,Don't recall,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Radiography,Yes,No,Yes,No,Yes,No,Yes,No,Man,Hispanic or Latino,21-24
66,2022/10/06 8:42:57 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Radiography,No,No,No,No,No,No,No,No,Man,Multi-Racial,25-34
67,2022/10/06 8:52:49 AM EST,CMP 135 Computer Concepts with Applications,Don't recall,Yes,No,Yes,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Don't recall,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,,,,High Impact,,Early Childhood Education,Yes,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
68,2022/10/06 8:56:32 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Criminal Justice,Yes,Yes,Yes,No,No,No,No,No,Woman,White/Caucasian,19-20
69,2022/10/06 8:59:52 AM EST,CMP 135 Computer Concepts with Applications,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
70,2022/10/06 9:02:34 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
71,2022/10/06 9:48:13 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Nursing,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
72,2022/10/06 9:48:13 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,No,No,Man,Multi-Racial,25-34
73,2022/10/06 9:49:41 AM EST,CMP 135 Computer Concepts with Applications,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,High Impact,High Impact,High Impact,Some Impact,High Impact,,High Impact,High Impact,High Impact,Some Impact,No Impact,,,,High Impact,,Early Childhood Education,Yes,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
74,2022/10/06 9:49:43 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Criminal Justice,No,Yes,Yes,Yes,No,No,Yes,No,Man,White/Caucasian,19-20
75,2022/10/06 9:50:09 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Criminal Justice,No,Yes,No,No,No,No,No,No,Man,Hispanic or Latino,19-20
76,2022/10/06 9:50:10 AM EST,CMP 101 Computer Information Literacy,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Radiography,No,Yes,Yes,No,No,No,Yes,No,Woman,White/Caucasian,19-20
77,2022/10/06 9:50:29 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,Exercise Science,No,No,Yes,No,Yes,No,No,No,Man,Hispanic or Latino,19-20
78,2022/10/06 9:50:30 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,,,,High Impact,Some Impact,Music Technology,No,No,No,No,No,No,No,No,Man,Black/African American,25-34
79,2022/10/06 9:51:06 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,,,,,,,,,,,,,,Radiography,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Woman,Asian,21-24
80,2022/10/06 9:51:10 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Radiography,No,No,No,No,No,No,Yes,Yes,Man,Hispanic or Latino,21-24
81,2022/10/06 9:51:20 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Exercise Science,No,No,No,No,No,No,No,No,Man,Multi-Racial,21-24
82,2022/10/06 9:51:35 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Liberal Arts,No,No,No,No,No,No,No,No,Woman,Hispanic or Latino,19-20
83,2022/10/06 9:52:26 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Exercise Science,No,No,Yes,No,No,No,No,No,Woman,Hispanic or Latino,19-20
84,2022/10/06 9:53:08 AM EST,CMP 135 Computer Concepts with Applications,Yes,Don't recall,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Criminal Justice,No,Yes,No,No,Yes,No,Yes,No,Man,White/Caucasian,25-34
85,2022/10/06 9:53:28 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,,High Impact,,Criminal Justice,No,No,No,Yes,No,No,No,Yes,Woman,Multi-Racial,18 and younger
86,2022/10/06 9:54:19 AM EST,CMP 101 Computer Information Literacy,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,,Exercise Science,No,No,No,No,No,No,No,No,Man,Hispanic or Latino,18 and younger
87,2022/10/06 9:56:13 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,,,High Impact,,Exercise Science,No,No,No,No,No,No,No,No,Woman,White/Caucasian,25-34
88,2022/10/06 9:59:41 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,No,Don't recall,Don't recall,Don't recall,Yes,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Exercise Science,Yes,Yes,Yes,No,No,Yes,Yes,No,Man,White/Caucasian,19-20
89,2022/10/06 4:32:00 PM EST,CMP 126 Computer Technology and Applications,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Teacher Education for Phys Ed and Health,No,No,No,No,No,No,No,No,Man,Multi-Racial,21-24
90,2022/10/06 5:06:25 PM EST,CMP 126 Computer Technology and Applications,No,No,No,Yes,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,Yes,Don't recall,Don't recall,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,,,Some Impact,,Communication,No,No,No,No,No,No,No,No,Man,White/Caucasian,25-34
91,2022/10/06 5:35:59 PM EST,CMP 101 Computer Information Literacy,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Early Childhood Education,No,No,Yes,No,No,No,Yes,No,Woman,White/Caucasian,19-20
92,2022/10/07 12:08:13 PM EST,CMP 101 Computer Information Literacy,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Nursing,No,Yes,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
93,2022/10/08 11:02:31 AM EST,CMP 101 Computer Information Literacy,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,,,High Impact,High Impact,Liberal Arts,No,No,No,No,No,No,No,No,Man,Hispanic or Latino,21-24
94,2022/10/09 7:00:53 PM EST,CMP 101 Computer Information Literacy,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Business,No,Yes,No,No,No,No,No,No,Man,Multi-Racial,18 and younger
95,2022/10/12 5:23:54 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,Some Impact,Some Impact,High Impact,High Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Man,White/Caucasian,19-20
96,2022/10/17 9:28:25 PM EST,CMP 101 Computer Information Literacy,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not in a degree program,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Man,Asian,25-34
97,2022/10/18 11:35:42 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Criminal Justice,No,No,No,No,No,No,No,No,Man,Asian,19-20
98,2022/10/18 11:35:49 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Criminal Justice,No,No,No,Yes,Yes,No,No,No,Man,White/Caucasian,18 and younger
99,2022/10/18 11:35:50 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Criminal Justice,Yes,No,Yes,No,No,No,No,No,Woman,Asian,18 and younger
100,2022/10/18 11:36:00 AM EST,CMP 135 Computer Concepts with Applications,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,,,,,,,,,,,,,,,Some Impact,High Impact,Criminal Justice,No,No,No,No,No,No,No,No,Woman,Asian,18 and younger
101,2022/10/18 11:36:09 AM EST,CMP 135 Computer Concepts with Applications,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Criminal Justice,No,Yes,No,No,No,No,No,No,Woman,Black/African American,18 and younger
102,2022/10/18 11:36:24 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Criminal Justice,No,No,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
103,2022/10/18 11:36:28 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,,,High Impact,,High Impact,No Impact,High Impact,,,,High Impact,High Impact,Criminal Justice,No,No,No,No,Yes,No,No,No,Woman,White/Caucasian,18 and younger
104,2022/10/18 11:37:02 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Don't recall,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Criminal Justice,No,Yes,No,Yes,Yes,No,No,No,Woman,White/Caucasian,18 and younger
105,2022/10/18 11:37:51 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,Yes,No,No,Don't recall,Yes,No,No,No,No,No,No,No,,Some Impact,,,Some Impact,Some Impact,Some Impact,,,,,,,,High Impact,High Impact,Sharetime Criminal Justice Program,No,No,No,No,No,No,No,No,Woman,Asian,18 and younger
106,2022/10/18 11:38:14 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Criminal Justice,No,Yes,No,No,No,Yes,Yes,No,Woman,Multi-Racial,18 and younger
107,2022/10/18 11:38:20 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Criminal Justice,No,No,No,No,No,No,No,No,Woman,Multi-Racial,18 and younger
108,2022/10/18 11:38:35 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Don't recall,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,Criminal Justice,No,Yes,No,No,No,No,No,No,Woman,Asian,18 and younger
109,2022/10/18 11:38:39 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Criminal Justice,No,No,No,No,No,No,No,No,Woman,Asian,18 and younger
110,2022/10/18 11:38:39 AM EST,CMP 135 Computer Concepts with Applications,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,No,No,No,No,No,No,No,,Some Impact,Some Impact,,,,,,,,,,,,,,Criminal Justice,No,Yes,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
111,2022/10/18 11:38:41 AM EST,CMP 135 Computer Concepts with Applications,No,No,Yes,Don't recall,Don't recall,Don't recall,Yes,Yes,No,No,Yes,Yes,No,Don't recall,Yes,,,,,,,,,,,,,,,High Impact,High Impact,Criminal Justice,No,No,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
112,2022/10/18 11:38:42 AM EST,CMP 135 Computer Concepts with Applications,Yes,Don't recall,No,Yes,No,No,No,Don't recall,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,Some Impact,Some Impact,Some Impact,High Impact,High Impact,,,,,,High Impact,High Impact,Criminal Justice,No,No,No,Yes,Yes,No,No,No,Woman,Hispanic or Latino,18 and younger
113,2022/10/18 11:38:56 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,High Impact,,High Impact,High Impact,,,,,,,,,,High Impact,Criminal Justice,No,No,No,No,No,No,No,No,Woman,Multi-Racial,18 and younger
114,2022/10/18 11:39:33 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Don't recall,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,,High Impact,,Human Services,Yes,Yes,No,Yes,No,No,Yes,No,Man,Hispanic or Latino,35-64
115,2022/10/18 11:44:22 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,Yes,Yes,No,No,No,No,Yes,No,Woman,Black/African American,25-34
116,2022/10/18 11:46:47 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,,,High Impact,,,,,,High Impact,,,,,,High Impact,High Impact,Criminal Justice,No,No,Yes,No,No,Yes,Yes,Yes,Woman,Multi-Racial,18 and younger
117,2022/10/18 4:42:09 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Criminal Justice,No,No,No,Yes,No,No,No,No,Man,Asian,18 and younger
118,2022/10/18 5:22:47 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Criminal Justice,No,Yes,No,No,No,No,No,No,Man,White/Caucasian,21-24
119,2022/10/18 5:22:56 PM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Radiography,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Woman,Hispanic or Latino,18 and younger
120,2022/10/18 5:23:04 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,No,No,Woman,Hispanic or Latino,21-24
121,2022/10/18 5:23:09 PM EST,CMP 135 Computer Concepts with Applications,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Exercise Science,No,No,No,No,No,No,No,No,Man,Black/African American,18 and younger
